age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,y,duration_minutes,cluster
49,blue-collar,married,primary,0,512,1,1,cellular,21,nov,1,0,2.1,2
35,technician,married,tertiary,0,202,0,0,cellular,21,nov,1,0,2.9166666666666665,2
49,self-employed,divorced,secondary,0,6116,1,0,cellular,21,nov,1,0,0.7166666666666667,3
42,management,single,tertiary,1,0,1,0,cellular,21,nov,1,1,13.733333333333333,1
30,self-employed,single,tertiary,0,48,0,0,cellular,21,nov,1,0,2.3333333333333335,1
31,entrepreneur,single,secondary,0,159,1,0,cellular,21,nov,1,0,1.1,1
43,blue-collar,married,secondary,0,-128,1,0,cellular,21,nov,1,0,0.5333333333333333,2
34,management,married,tertiary,0,997,1,1,cellular,21,nov,1,0,1.35,2
32,unemployed,single,primary,1,0,0,0,cellular,21,nov,1,0,2.4833333333333334,1
51,entrepreneur,married,tertiary,0,36935,1,0,cellular,21,nov,1,0,0.6833333333333333,2
38,blue-collar,divorced,secondary,0,814,1,0,cellular,21,nov,1,0,19.433333333333334,1
36,blue-collar,married,secondary,0,2452,1,0,cellular,21,nov,1,0,2.683333333333333,2
34,management,married,tertiary,0,1483,1,0,cellular,21,nov,1,0,1.5166666666666666,2
47,technician,divorced,secondary,0,-81,1,0,cellular,21,nov,1,0,4.366666666666666,3
52,blue-collar,single,primary,0,1837,1,0,cellular,21,nov,1,0,3.6166666666666667,2
31,services,single,secondary,0,831,1,0,cellular,21,nov,2,0,1.7666666666666666,1
36,unemployed,single,primary,0,1729,0,0,cellular,21,nov,1,0,5.683333333333334,1
34,management,single,tertiary,0,966,1,0,cellular,21,nov,1,0,6.55,1
41,technician,married,secondary,0,636,1,0,cellular,21,nov,1,0,17.583333333333332,2
38,technician,divorced,secondary,0,8,0,0,cellular,21,nov,1,0,3.0166666666666666,3
49,technician,married,tertiary,0,0,1,0,cellular,21,nov,1,0,3.6333333333333333,2
30,blue-collar,single,primary,0,395,0,0,cellular,21,nov,1,0,7.15,2
48,technician,married,secondary,0,4265,1,0,cellular,21,nov,1,0,5.45,2
33,blue-collar,single,secondary,0,5739,1,1,cellular,21,nov,1,0,6.233333333333333,1
32,management,single,tertiary,0,3050,1,0,cellular,21,nov,1,0,0.9666666666666667,1
49,unemployed,married,secondary,0,13818,0,0,cellular,21,nov,1,0,3.35,2
37,entrepreneur,married,tertiary,0,7944,0,0,cellular,21,nov,1,0,1.7,2
50,entrepreneur,married,tertiary,0,2410,0,0,cellular,21,nov,1,0,1.0833333333333333,2
46,unemployed,single,tertiary,0,1808,0,0,cellular,21,nov,1,0,3.683333333333333,1
34,management,single,tertiary,0,3679,1,0,cellular,21,nov,1,0,2.433333333333333,1
31,management,married,secondary,0,8629,1,0,cellular,21,nov,1,1,15.95,2
32,services,married,secondary,0,8043,1,0,cellular,21,nov,1,0,3.3666666666666667,2
59,retired,married,tertiary,0,41242,0,0,cellular,21,nov,1,0,2.683333333333333,2
30,technician,married,secondary,0,455,1,0,cellular,21,nov,1,1,12.633333333333333,2
58,unemployed,married,tertiary,0,183,0,0,cellular,21,nov,5,0,2.783333333333333,2
31,unemployed,single,tertiary,0,3252,0,0,cellular,21,nov,2,0,2.4166666666666665,1
34,management,divorced,secondary,0,124,1,0,cellular,21,nov,1,0,0.9333333333333333,1
52,technician,married,secondary,0,230,1,1,cellular,21,nov,4,0,1.4833333333333334,3
34,blue-collar,single,secondary,0,4536,1,0,cellular,21,nov,1,1,16.05,1
34,technician,single,secondary,0,27446,1,0,cellular,21,nov,2,0,3.3833333333333333,1
53,blue-collar,married,secondary,0,1777,1,0,cellular,21,nov,5,1,13.266666666666667,2
56,services,married,secondary,0,22196,1,0,cellular,21,nov,1,0,3.15,2
31,technician,married,tertiary,0,5119,0,0,cellular,21,nov,1,0,1.2333333333333334,2
34,blue-collar,married,primary,0,3527,1,0,cellular,21,nov,1,1,17.033333333333335,2
36,blue-collar,married,secondary,0,1482,1,0,cellular,21,nov,1,0,2.566666666666667,2
35,technician,married,secondary,0,15474,0,0,cellular,21,nov,1,0,1.4833333333333334,2
57,management,married,tertiary,0,372,0,0,cellular,21,nov,3,1,9.216666666666667,2
38,management,married,tertiary,0,162,1,0,cellular,21,nov,1,0,2.3833333333333333,2
45,admin,married,secondary,0,857,1,0,cellular,21,nov,1,0,2.816666666666667,2
51,blue-collar,married,secondary,0,8486,1,1,cellular,21,nov,10,0,1.3333333333333333,2
41,services,single,secondary,0,92,0,0,cellular,21,nov,1,1,6.2,1
39,blue-collar,married,primary,0,694,1,0,cellular,21,nov,1,0,0.7333333333333333,2
40,entrepreneur,married,tertiary,0,865,0,0,cellular,21,nov,2,0,2.8333333333333335,2
42,technician,married,secondary,0,3228,0,0,cellular,21,nov,1,0,2.216666666666667,2
41,management,married,tertiary,0,9935,0,0,telephone,21,nov,1,0,0.8166666666666667,2
49,technician,married,secondary,0,8689,0,0,cellular,21,nov,1,0,9.766666666666667,2
43,entrepreneur,single,tertiary,0,5347,0,0,cellular,21,nov,3,0,3.15,2
51,housemaid,divorced,secondary,0,330,0,0,telephone,21,nov,3,0,3.6333333333333333,3
52,management,married,tertiary,0,6873,1,0,cellular,21,nov,2,0,3.9166666666666665,2
43,management,married,tertiary,0,2100,1,0,cellular,21,nov,1,0,1.75,2
40,admin,married,primary,0,72,1,1,cellular,21,nov,1,1,14.15,2
31,management,single,tertiary,0,528,0,1,cellular,21,nov,7,0,0.08333333333333333,2
46,self-employed,married,primary,0,3155,1,0,cellular,21,nov,1,0,4.516666666666667,2
46,services,married,secondary,0,2948,0,0,cellular,21,nov,1,1,14.883333333333333,2
37,admin,divorced,secondary,0,1533,1,0,cellular,21,nov,4,1,9.25,3
31,management,single,tertiary,0,796,0,1,cellular,21,nov,1,0,2.5,2
31,management,married,tertiary,0,3154,0,0,cellular,21,nov,2,0,5.433333333333334,2
57,services,married,secondary,0,6,0,0,cellular,21,nov,1,0,19.7,2
34,services,married,secondary,0,-508,1,0,cellular,21,nov,6,0,2.4,2
37,blue-collar,married,secondary,0,0,1,0,cellular,21,nov,1,0,2.816666666666667,2
47,blue-collar,married,secondary,0,2944,0,0,cellular,21,nov,7,0,0.95,3
57,management,married,tertiary,0,17118,1,0,cellular,21,nov,1,0,1.7,2
52,services,divorced,secondary,0,2455,0,0,telephone,21,nov,1,0,1.2666666666666666,3
40,management,married,tertiary,0,87,1,1,cellular,21,nov,1,0,1.9,2
55,technician,married,tertiary,0,1181,0,0,cellular,21,nov,1,0,0.7,2
52,self-employed,married,tertiary,0,2289,1,1,cellular,21,nov,1,0,1.35,2
40,admin,married,secondary,0,67,0,0,cellular,21,nov,2,0,3.316666666666667,3
48,technician,married,primary,0,1375,1,1,cellular,21,nov,1,0,1.2166666666666666,2
43,admin,married,secondary,0,817,1,1,cellular,21,nov,1,0,0.85,3
32,management,single,tertiary,0,1344,0,1,cellular,21,nov,1,0,1.05,2
35,services,single,secondary,0,1354,0,1,cellular,21,nov,6,0,4.633333333333334,1
56,blue-collar,married,secondary,0,2583,0,0,cellular,21,nov,1,0,1.1666666666666667,2
49,admin,married,secondary,0,14440,1,0,cellular,21,nov,1,0,1.0,2
35,blue-collar,married,secondary,0,0,1,1,cellular,21,nov,1,0,1.8833333333333333,2
49,technician,married,secondary,0,175,1,1,cellular,21,nov,1,0,1.1666666666666667,3
40,services,single,secondary,0,19343,1,0,cellular,21,nov,4,0,0.21666666666666667,1
33,management,married,tertiary,0,1602,0,0,cellular,21,nov,3,0,0.7333333333333333,2
45,technician,divorced,secondary,0,1738,0,0,cellular,21,nov,1,0,1.3166666666666667,3
54,technician,married,secondary,0,230,0,1,cellular,21,nov,1,0,6.683333333333334,3
33,entrepreneur,single,secondary,1,-1,1,0,cellular,21,nov,2,0,3.566666666666667,1
41,management,married,secondary,0,23,0,1,cellular,21,nov,1,0,0.9833333333333333,2
50,admin,divorced,secondary,0,81,0,1,cellular,21,nov,1,0,1.0666666666666667,3
30,technician,married,secondary,0,274,1,1,cellular,21,nov,5,0,1.75,3
56,entrepreneur,married,tertiary,0,16125,0,0,telephone,21,nov,1,0,2.783333333333333,2
45,management,married,secondary,1,237,1,0,cellular,21,nov,1,0,8.766666666666667,2
31,management,married,tertiary,0,804,0,0,cellular,21,nov,2,0,2.1333333333333333,2
46,management,married,tertiary,0,39,1,1,cellular,21,nov,1,0,1.0666666666666667,2
54,management,married,tertiary,0,37176,0,0,cellular,21,nov,1,0,3.433333333333333,2
51,management,married,tertiary,0,19313,0,0,telephone,21,nov,1,0,0.6,2
38,entrepreneur,married,tertiary,0,1514,0,1,cellular,21,nov,3,0,2.6666666666666665,2
39,technician,married,secondary,0,0,1,1,cellular,21,nov,1,0,1.3833333333333333,2
52,entrepreneur,married,primary,0,2594,1,0,telephone,21,nov,1,0,7.083333333333333,3
50,management,married,tertiary,0,19447,1,1,cellular,21,nov,1,0,2.7666666666666666,2
32,blue-collar,married,primary,0,3314,1,0,cellular,21,nov,2,0,5.5,2
31,admin,married,secondary,0,457,1,0,cellular,21,nov,1,0,4.716666666666667,2
40,technician,married,secondary,0,372,1,0,cellular,21,nov,1,0,6.083333333333333,2
47,housemaid,married,primary,0,97,0,1,telephone,21,nov,1,0,1.8166666666666667,3
46,self-employed,married,primary,0,2747,0,0,cellular,21,nov,2,0,2.7,2
43,blue-collar,married,secondary,0,545,1,0,cellular,21,nov,1,0,2.4,2
31,blue-collar,single,secondary,0,-159,0,1,telephone,21,nov,1,0,0.8166666666666667,1
34,blue-collar,single,primary,0,2299,0,0,cellular,21,nov,2,0,5.333333333333333,2
50,admin,married,secondary,0,231,1,0,cellular,21,nov,2,0,6.616666666666666,2
32,services,married,tertiary,0,0,0,0,cellular,21,nov,1,0,1.3333333333333333,2
35,management,married,tertiary,1,0,1,1,cellular,21,nov,1,0,1.1666666666666667,2
31,management,married,tertiary,0,4148,1,0,cellular,21,nov,3,1,5.266666666666667,2
42,management,married,tertiary,0,9916,1,0,cellular,21,nov,1,0,5.1,2
54,management,married,tertiary,0,203,0,0,cellular,21,nov,1,0,1.1666666666666667,2
37,management,married,tertiary,0,489,1,0,cellular,21,nov,1,0,3.3666666666666667,2
34,blue-collar,single,secondary,0,1423,1,0,cellular,21,nov,2,0,0.9166666666666666,1
38,technician,single,secondary,0,8381,0,0,cellular,21,nov,1,0,1.6333333333333333,3
33,blue-collar,married,primary,0,2456,1,0,cellular,21,nov,3,0,9.2,2
54,blue-collar,married,primary,0,836,1,0,telephone,21,nov,1,0,5.2,3
45,management,married,tertiary,0,2220,1,0,cellular,21,nov,1,0,1.4833333333333334,2
41,blue-collar,married,primary,0,241,1,0,cellular,21,nov,1,0,0.8,2
35,entrepreneur,married,tertiary,0,-31,1,0,cellular,21,nov,2,0,2.85,2
39,admin,divorced,secondary,0,458,0,0,cellular,21,nov,2,0,12.4,3
40,blue-collar,married,secondary,0,-605,1,1,cellular,21,nov,1,0,1.3166666666666667,2
58,management,married,tertiary,0,96,0,0,cellular,21,nov,1,1,14.166666666666666,2
53,blue-collar,married,secondary,0,1027,0,0,cellular,21,nov,1,0,1.7,2
36,management,married,tertiary,0,3537,1,0,cellular,21,nov,2,0,1.9166666666666667,2
44,services,single,secondary,0,762,0,1,cellular,21,nov,1,0,12.966666666666667,1
49,management,married,tertiary,0,412,0,0,cellular,21,nov,1,0,3.8833333333333333,2
52,self-employed,married,secondary,0,-332,1,0,telephone,21,nov,1,0,1.1666666666666667,2
57,services,married,secondary,0,8266,1,0,telephone,21,nov,1,0,2.7,0
35,blue-collar,married,secondary,0,80,1,1,cellular,21,nov,2,0,0.6333333333333333,2
49,management,married,tertiary,0,942,0,0,cellular,21,nov,5,0,0.13333333333333333,2
34,blue-collar,married,secondary,0,328,1,1,cellular,21,nov,7,0,0.3,2
57,retired,divorced,tertiary,0,476,0,0,telephone,21,nov,1,0,0.43333333333333335,3
35,technician,divorced,secondary,0,0,1,0,cellular,21,nov,1,0,1.2,3
41,management,married,tertiary,0,832,1,1,cellular,21,nov,1,0,2.7333333333333334,2
35,entrepreneur,married,secondary,0,2971,0,0,cellular,21,nov,2,0,1.8666666666666667,2
39,technician,single,secondary,0,-529,1,0,cellular,21,nov,5,0,0.3,1
36,entrepreneur,married,secondary,1,1,1,0,cellular,21,nov,1,0,3.3833333333333333,2
32,management,single,tertiary,0,616,1,0,cellular,21,nov,2,0,3.1,1
37,technician,married,secondary,0,77,1,1,cellular,21,nov,1,0,0.7333333333333333,2
37,management,married,tertiary,0,0,1,0,cellular,21,nov,1,0,3.783333333333333,2
35,technician,married,tertiary,0,0,1,1,cellular,21,nov,1,0,1.4333333333333333,2
54,unemployed,single,primary,0,199,1,0,cellular,21,nov,1,0,8.866666666666667,2
37,management,married,tertiary,0,11,0,0,cellular,21,nov,1,0,5.433333333333334,2
31,management,married,tertiary,0,432,1,0,cellular,21,nov,1,0,3.283333333333333,2
53,management,married,tertiary,0,3105,1,1,cellular,21,nov,2,0,1.4,2
42,admin,single,secondary,0,2095,1,0,cellular,21,nov,3,0,12.533333333333333,1
50,technician,married,secondary,0,2497,1,0,cellular,21,nov,1,0,0.5833333333333334,2
31,blue-collar,married,secondary,0,3653,1,1,cellular,21,nov,1,0,4.2,2
35,self-employed,single,tertiary,0,1129,1,0,cellular,21,nov,2,0,1.0666666666666667,1
35,entrepreneur,married,primary,0,0,0,1,telephone,21,nov,10,0,0.43333333333333335,2
34,management,married,tertiary,0,1240,1,0,cellular,21,nov,1,0,1.7,2
33,blue-collar,divorced,secondary,0,86,0,1,cellular,21,nov,3,0,3.05,3
42,technician,single,secondary,0,716,1,0,cellular,21,nov,1,0,1.8333333333333333,3
35,management,married,tertiary,1,32,1,0,cellular,21,nov,1,0,3.0,2
58,technician,married,tertiary,0,289,0,0,telephone,21,nov,2,0,3.033333333333333,2
39,unemployed,married,secondary,0,2245,0,0,cellular,21,nov,2,1,12.483333333333333,2
49,housemaid,married,primary,0,249,1,0,cellular,21,nov,1,0,7.5,3
47,self-employed,married,tertiary,0,0,0,0,telephone,21,nov,1,0,0.4666666666666667,2
31,technician,single,tertiary,0,1166,1,0,cellular,21,nov,2,0,1.9833333333333334,1
45,admin,married,secondary,0,256,0,0,cellular,21,nov,2,0,2.25,3
47,technician,married,secondary,0,834,0,1,cellular,21,nov,1,1,15.033333333333333,3
44,management,married,tertiary,0,4119,1,1,telephone,21,nov,1,1,17.9,2
34,technician,married,secondary,0,5553,1,0,cellular,21,nov,2,0,13.3,2
44,management,divorced,tertiary,0,2058,0,1,cellular,21,nov,1,0,11.016666666666667,2
40,admin,married,secondary,0,1831,0,0,cellular,21,nov,2,0,8.2,2
43,blue-collar,married,primary,0,437,1,0,cellular,21,nov,1,0,2.3666666666666667,2
36,blue-collar,married,secondary,0,708,1,0,telephone,21,nov,1,0,0.7166666666666667,3
35,management,married,tertiary,0,365,0,0,cellular,21,nov,2,0,2.8,2
32,technician,married,secondary,0,950,1,0,cellular,21,nov,3,0,1.3666666666666667,2
42,management,married,tertiary,0,6080,0,0,cellular,21,nov,3,0,1.6333333333333333,2
39,blue-collar,married,secondary,0,1969,0,0,cellular,21,nov,2,0,1.05,2
49,admin,divorced,secondary,0,771,1,0,cellular,21,nov,2,0,4.4,3
47,blue-collar,married,primary,0,333,1,0,cellular,21,nov,1,0,1.9666666666666666,2
32,blue-collar,single,primary,0,3595,1,0,cellular,21,nov,2,0,2.85,2
55,admin,married,primary,0,319,0,0,cellular,21,nov,3,0,2.066666666666667,2
54,blue-collar,married,primary,0,4503,0,0,telephone,21,nov,3,0,2.8,3
57,technician,married,secondary,0,29207,1,0,telephone,21,nov,2,0,3.8666666666666667,2
41,management,married,tertiary,0,-456,0,0,cellular,21,nov,1,0,3.1666666666666665,2
37,blue-collar,married,secondary,0,2066,1,1,cellular,21,nov,7,0,0.16666666666666666,2
40,management,married,secondary,0,752,0,1,cellular,21,nov,1,0,7.6,2
30,services,single,secondary,0,190,0,0,cellular,21,nov,1,0,5.2,1
30,housemaid,single,secondary,0,358,1,0,cellular,21,nov,2,0,0.75,1
40,services,married,secondary,0,9374,1,0,cellular,21,nov,8,0,0.11666666666666667,3
41,self-employed,married,secondary,0,13489,0,0,cellular,21,nov,2,0,2.066666666666667,2
35,management,married,tertiary,0,0,1,0,cellular,21,nov,1,0,3.15,2
51,technician,single,tertiary,0,11222,1,0,cellular,21,nov,2,0,2.1,2
31,technician,single,secondary,0,13,0,0,cellular,21,nov,1,0,3.466666666666667,1
32,technician,single,tertiary,0,2204,1,0,cellular,21,nov,4,0,0.18333333333333332,1
37,admin,single,secondary,0,0,0,0,cellular,21,nov,2,0,3.8666666666666667,1
36,admin,single,secondary,0,0,1,1,cellular,21,nov,1,0,1.8166666666666667,1
39,management,married,tertiary,1,47,0,0,cellular,21,nov,3,0,0.4666666666666667,2
34,management,married,tertiary,0,7384,0,0,cellular,21,nov,2,0,1.15,2
34,unemployed,married,secondary,0,1375,0,0,cellular,21,nov,1,0,2.466666666666667,2
41,services,married,secondary,0,1445,0,0,cellular,21,nov,3,0,1.7333333333333334,3
30,management,married,tertiary,0,6432,1,0,cellular,21,nov,2,0,3.433333333333333,2
37,admin,single,secondary,0,528,1,0,cellular,21,nov,1,0,1.0833333333333333,1
45,technician,married,tertiary,0,-525,0,1,cellular,21,nov,2,1,16.333333333333332,2
48,blue-collar,married,secondary,0,2697,1,1,cellular,21,nov,1,0,1.3666666666666667,2
38,management,divorced,tertiary,0,554,0,0,cellular,21,nov,1,0,0.75,2
43,management,married,tertiary,0,13015,1,0,cellular,21,nov,1,0,0.9333333333333333,2
36,management,divorced,tertiary,0,210,1,0,telephone,21,nov,1,0,1.0333333333333334,2
31,technician,single,secondary,0,11,1,0,cellular,21,nov,9,0,0.26666666666666666,1
32,admin,married,tertiary,0,0,1,0,cellular,21,nov,1,0,1.7,2
39,management,single,tertiary,0,26,1,1,cellular,21,nov,1,0,0.8666666666666667,1
33,technician,single,secondary,0,920,1,0,cellular,21,nov,1,0,0.9666666666666667,1
33,management,married,tertiary,0,1817,0,0,cellular,21,nov,1,0,0.9166666666666666,2
32,services,married,secondary,0,1397,1,0,cellular,21,nov,3,0,3.7333333333333334,2
48,unemployed,married,primary,0,0,0,0,cellular,21,nov,2,0,3.55,2
49,management,married,tertiary,1,10,1,0,cellular,21,nov,1,0,3.7666666666666666,2
32,technician,single,secondary,0,6710,0,0,cellular,21,nov,1,0,0.8,3
44,entrepreneur,divorced,tertiary,0,20179,1,1,cellular,21,nov,1,0,2.716666666666667,2
32,management,single,tertiary,0,1613,0,0,cellular,21,nov,5,0,0.4,2
39,services,married,primary,0,1601,1,0,cellular,21,nov,2,0,3.65,2
37,management,married,tertiary,0,11391,1,0,cellular,21,nov,1,0,1.7166666666666666,2
35,technician,single,secondary,0,391,0,0,cellular,21,nov,1,0,2.533333333333333,1
34,student,married,tertiary,0,3037,1,0,telephone,21,nov,1,0,1.0833333333333333,1
30,management,married,secondary,0,-559,1,1,cellular,21,nov,1,0,8.85,2
43,services,married,primary,0,-88,1,1,cellular,21,nov,2,0,1.5666666666666667,2
42,services,divorced,secondary,0,444,0,0,cellular,21,nov,1,0,2.85,3
30,services,single,secondary,0,677,1,0,cellular,21,nov,1,0,1.8,1
46,management,single,tertiary,0,653,0,1,cellular,21,nov,1,0,1.7333333333333334,2
35,technician,single,tertiary,0,5301,0,0,cellular,21,nov,2,1,15.616666666666667,1
43,admin,married,secondary,0,-150,0,1,cellular,21,nov,2,0,1.0333333333333334,3
56,retired,married,secondary,1,-1122,1,1,cellular,21,nov,1,0,3.6666666666666665,2
59,management,married,secondary,0,42,0,0,cellular,21,nov,1,0,0.6666666666666666,2
35,student,divorced,tertiary,0,100,0,0,cellular,21,nov,1,0,0.8333333333333334,1
35,management,single,tertiary,0,175,1,1,cellular,21,nov,1,0,0.8833333333333333,1
43,admin,divorced,tertiary,0,1440,1,1,cellular,21,nov,1,0,2.4833333333333334,1
38,admin,married,secondary,0,505,1,1,cellular,21,nov,1,0,1.9833333333333334,2
50,admin,divorced,secondary,0,3240,0,0,cellular,21,nov,2,0,2.4,3
43,management,married,tertiary,0,13851,1,0,cellular,21,nov,1,0,4.316666666666666,2
57,services,married,secondary,0,2658,1,0,cellular,21,nov,1,0,1.7833333333333334,2
33,services,single,secondary,0,3269,0,1,cellular,21,nov,1,0,6.35,1
31,admin,married,secondary,0,54,1,0,cellular,21,nov,1,0,3.7666666666666666,2
32,management,single,tertiary,0,1716,0,0,cellular,21,nov,4,0,2.6166666666666667,2
33,admin,divorced,secondary,0,335,1,0,cellular,21,nov,1,0,5.783333333333333,3
32,technician,married,secondary,0,253,1,0,cellular,21,nov,1,0,1.2666666666666666,2
47,technician,married,secondary,0,1059,1,0,cellular,21,nov,1,0,0.9666666666666667,2
39,unemployed,married,tertiary,0,529,1,1,cellular,21,nov,1,0,11.216666666666667,2
32,management,married,tertiary,0,2737,1,1,cellular,21,nov,4,0,0.7333333333333333,2
55,housemaid,married,primary,0,4,0,0,cellular,21,nov,3,0,1.4166666666666667,3
34,management,married,tertiary,1,0,0,1,cellular,21,nov,9,0,0.3,2
34,self-employed,married,tertiary,0,13354,0,0,telephone,21,nov,5,0,0.43333333333333335,2
44,management,married,secondary,0,1138,1,0,cellular,21,nov,2,0,1.9333333333333333,2
39,management,married,tertiary,0,20932,0,0,cellular,21,nov,2,0,2.1166666666666667,2
54,entrepreneur,divorced,tertiary,0,5784,0,0,cellular,21,nov,5,0,1.25,2
31,management,single,tertiary,0,6542,1,0,cellular,21,nov,3,0,1.1833333333333333,1
31,unemployed,married,tertiary,0,591,0,0,cellular,21,nov,2,0,2.683333333333333,2
32,technician,single,secondary,0,5600,1,0,cellular,21,nov,1,0,1.2833333333333334,1
45,management,married,tertiary,0,3643,0,0,cellular,21,nov,1,0,2.7,2
30,self-employed,married,secondary,0,581,1,0,cellular,21,nov,3,0,3.283333333333333,2
35,services,divorced,secondary,0,-718,1,0,cellular,21,nov,1,0,0.7833333333333333,3
59,management,married,tertiary,0,833,1,1,cellular,21,nov,1,0,5.183333333333334,2
58,management,divorced,tertiary,0,26254,1,0,cellular,21,nov,1,0,0.8833333333333333,2
30,services,single,secondary,0,438,1,0,cellular,21,nov,1,0,1.6333333333333333,1
40,entrepreneur,married,secondary,0,285,0,0,cellular,21,nov,1,0,2.216666666666667,2
41,entrepreneur,married,primary,0,39,1,0,cellular,21,nov,2,1,9.15,2
33,management,single,tertiary,0,437,1,0,cellular,21,nov,1,0,4.75,1
51,management,divorced,tertiary,0,-79,1,0,cellular,21,nov,1,0,1.2,2
40,blue-collar,married,primary,0,-616,1,0,cellular,21,nov,1,0,3.033333333333333,2
34,management,married,tertiary,0,6203,0,0,telephone,21,nov,2,0,0.5666666666666667,2
39,services,single,secondary,0,158,1,0,cellular,21,nov,1,0,3.05,1
31,services,married,secondary,0,851,1,0,cellular,21,nov,1,0,2.6333333333333333,2
48,housemaid,single,secondary,0,1385,0,0,telephone,21,nov,1,0,4.5,3
38,technician,married,secondary,0,1,1,0,cellular,21,nov,5,0,0.95,2
38,services,married,secondary,0,5293,1,0,cellular,21,nov,3,0,19.983333333333334,2
57,admin,married,secondary,0,3944,0,0,cellular,21,nov,2,0,0.6,3
57,technician,married,secondary,0,7766,1,0,cellular,21,nov,1,0,3.6666666666666665,2
33,services,married,secondary,0,4402,1,0,cellular,21,nov,2,0,6.333333333333333,2
57,management,married,tertiary,0,24498,0,0,cellular,21,nov,5,0,2.683333333333333,2
30,technician,single,tertiary,0,1028,1,0,cellular,21,nov,1,0,10.883333333333333,1
30,admin,single,secondary,0,154,1,0,cellular,21,nov,2,0,0.4,1
48,blue-collar,single,secondary,0,-552,0,1,cellular,21,nov,2,0,2.5,1
45,blue-collar,divorced,primary,0,942,0,0,cellular,21,nov,1,0,6.033333333333333,2
33,technician,single,tertiary,0,0,1,0,cellular,21,nov,1,1,10.9,1
40,management,married,secondary,0,9047,1,0,cellular,21,nov,1,0,8.783333333333333,2
48,blue-collar,married,primary,0,3837,0,1,cellular,21,nov,1,0,2.0,3
39,management,married,tertiary,0,1654,0,1,cellular,21,nov,1,0,2.5166666666666666,2
36,technician,married,secondary,0,1497,0,1,cellular,21,nov,2,0,7.583333333333333,2
54,blue-collar,married,secondary,0,-10,1,0,cellular,21,nov,2,0,8.166666666666666,2
30,student,single,tertiary,0,2766,0,0,cellular,21,nov,1,1,13.9,1
30,self-employed,married,primary,0,674,1,0,cellular,21,nov,2,0,1.2,2
47,self-employed,married,secondary,0,318,0,0,cellular,21,nov,1,0,1.3833333333333333,2
53,technician,married,secondary,0,1835,1,0,cellular,21,nov,2,0,3.066666666666667,2
33,entrepreneur,married,tertiary,0,87,1,1,cellular,21,nov,4,0,2.35,2
59,management,married,tertiary,0,261,1,1,cellular,21,nov,1,0,2.066666666666667,2
38,blue-collar,married,primary,0,0,1,0,cellular,21,nov,1,0,1.6833333333333333,2
52,management,married,tertiary,0,2428,1,0,cellular,21,nov,1,0,4.9,2
34,technician,divorced,secondary,0,7,1,1,cellular,21,nov,2,0,1.5666666666666667,3
56,housemaid,married,primary,0,445,0,0,cellular,21,nov,6,0,0.21666666666666667,3
32,blue-collar,married,primary,0,9750,1,0,cellular,21,nov,2,0,0.85,2
54,retired,married,primary,0,235,0,1,cellular,21,nov,2,0,5.883333333333334,2
49,admin,divorced,secondary,0,6512,0,0,cellular,21,nov,2,0,1.55,3
39,admin,married,secondary,0,2319,0,0,cellular,21,nov,1,0,0.8,2
43,management,single,tertiary,0,146,0,0,cellular,21,nov,1,0,0.8333333333333334,2
30,blue-collar,married,secondary,0,0,0,1,cellular,21,nov,1,0,11.966666666666667,2
31,entrepreneur,divorced,secondary,0,82,0,0,telephone,21,nov,5,0,1.9,3
34,management,married,tertiary,0,2594,1,0,cellular,21,nov,3,0,2.683333333333333,2
43,management,married,tertiary,0,2083,0,0,cellular,21,nov,2,0,2.0,2
56,management,married,secondary,0,2811,0,0,cellular,21,nov,2,0,2.5,2
41,services,married,secondary,0,6687,1,0,cellular,21,nov,2,0,0.6833333333333333,2
36,blue-collar,married,secondary,0,3266,1,0,cellular,21,nov,1,0,1.5666666666666667,2
30,blue-collar,single,secondary,0,6900,0,0,cellular,21,nov,1,0,13.6,1
33,entrepreneur,single,tertiary,0,3017,0,0,cellular,21,nov,3,0,4.0,2
30,student,single,tertiary,0,3300,0,0,cellular,21,nov,1,1,26.183333333333334,1
59,management,divorced,tertiary,0,7813,1,0,cellular,21,nov,1,0,1.25,2
39,entrepreneur,married,secondary,0,0,0,0,cellular,21,nov,7,0,1.8,2
48,admin,single,secondary,0,0,0,1,telephone,21,nov,2,0,0.7833333333333333,3
31,management,single,tertiary,0,4718,1,0,cellular,21,nov,1,1,8.933333333333334,1
31,blue-collar,single,secondary,0,1565,1,0,cellular,21,nov,6,0,4.833333333333333,1
55,blue-collar,divorced,primary,0,2227,1,0,telephone,21,nov,3,0,2.466666666666667,3
35,unemployed,married,tertiary,0,259,0,1,cellular,21,nov,2,0,3.816666666666667,2
39,management,married,secondary,0,13578,1,0,cellular,21,nov,2,0,3.0833333333333335,2
45,technician,married,secondary,0,0,1,0,telephone,21,nov,1,0,1.1333333333333333,3
32,services,married,secondary,0,1076,0,0,cellular,21,nov,1,0,15.1,2
40,self-employed,married,tertiary,0,271,1,0,cellular,21,nov,3,0,2.066666666666667,2
50,services,married,secondary,0,57435,1,0,cellular,21,nov,3,0,5.316666666666666,2
32,self-employed,single,tertiary,0,-98,0,1,cellular,21,nov,2,0,2.6166666666666667,2
31,technician,married,tertiary,0,95,0,0,cellular,21,nov,6,0,0.8,2
32,blue-collar,single,secondary,0,1047,0,0,cellular,21,nov,2,0,1.4833333333333334,1
