,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,duration_in_minutes,kmeans_label,tsne_x,tsne_y,tsne_z,y,index
14744,35,blue-collar,single,secondary,0,885,1,0,cellular,15,jul,6,10.533334,0,3.8672721,-11.49247,-1.8725377,1,14744
34344,38,admin,married,secondary,0,47,1,0,cellular,4,may,5,4.8,0,-13.113886,-4.507867,1.0083424,1,34344
36922,34,blue-collar,married,secondary,0,634,0,1,cellular,12,may,3,12.283334,0,-1.18744,2.2933283,-10.1834345,1,36922
31292,35,management,single,tertiary,0,671,1,0,cellular,10,mar,1,1.8666667,0,-1.4933563,-0.89019716,-9.800674,1,31292
31281,44,management,single,tertiary,0,483,0,0,cellular,6,mar,2,3.45,0,-1.5411581,11.6795845,-3.2690604,1,31281
39433,27,management,single,tertiary,0,616,1,0,cellular,22,may,1,11.416667,0,-0.681311,3.602228,-10.353245,1,39433
36609,48,services,divorced,secondary,0,-361,1,0,cellular,12,may,3,17.7,0,-25.318974,-1.0069618,-2.9649282,1,36609
17878,47,management,single,tertiary,0,255,0,1,cellular,30,jul,4,13.366667,0,-0.8385986,-1.0069745,5.8151464,1,17878
4897,30,blue-collar,single,secondary,1,239,1,0,unknown,21,may,1,6.866667,0,-2.0098767,-2.6459162,4.7132664,1,4897
10542,42,entrepreneur,single,unknown,0,323,0,0,unknown,16,jun,1,10.283334,0,-3.252498,6.2277822,7.1936517,1,10542
26968,41,management,single,tertiary,0,1982,0,0,cellular,21,nov,1,9.3,0,10.11667,8.821269,-4.7504516,1,26968
16728,45,admin,divorced,secondary,0,59,1,0,cellular,24,jul,8,14.55,0,-12.706893,-6.2317176,-1.3002552,1,16728
11287,31,blue-collar,married,secondary,0,671,1,0,unknown,18,jun,4,11.733334,0,-1.5897764,-0.9013552,-10.203178,1,11287
34235,33,technician,married,secondary,0,2044,1,0,cellular,4,may,3,8.866667,0,10.233462,8.043741,-5.883527,1,34235
32117,33,management,married,secondary,0,336,0,0,cellular,15,apr,3,2.9833333,0,-2.9699576,7.735059,6.8074374,1,32117
27396,30,admin,married,secondary,0,4457,1,0,cellular,21,nov,4,9.433333,1,16.355505,-3.2008994,8.583775,1,27396
37395,29,entrepreneur,married,secondary,0,714,1,1,cellular,13,may,2,8.033334,0,-0.9252393,-4.0933547,-9.044326,1,37395
13801,34,admin,married,secondary,0,-33,1,1,cellular,10,jul,1,16.016666,0,-18.445717,5.0771365,-1.5859097,1,13801
20017,31,management,single,tertiary,0,2,0,0,cellular,8,aug,1,14.133333,0,-13.952168,3.8319027,0.1691138,1,20017
33716,29,self-employed,married,secondary,0,123,0,1,cellular,21,apr,2,2.6333334,0,-8.208503,-12.250563,0.83678985,1,33716
31662,37,technician,single,tertiary,0,3943,0,0,cellular,6,apr,2,18.966667,1,15.785324,-6.945895,6.1934237,1,31662
12534,29,services,single,secondary,0,84,0,1,unknown,3,jul,3,9.783334,0,-12.04485,-8.664143,1.2156289,1,12534
33337,39,technician,married,tertiary,0,1524,0,0,cellular,20,apr,1,9.45,0,7.509442,7.6050887,8.384717,1,33337
32679,31,technician,single,tertiary,0,985,1,0,cellular,17,apr,1,16.616667,0,4.8436866,-11.560311,4.346214,1,32679
38237,22,blue-collar,single,secondary,0,-51,1,0,cellular,15,may,1,14.316667,0,-19.100206,4.9706616,-1.6654395,1,38237
15222,31,management,divorced,tertiary,0,294,1,0,cellular,17,jul,5,8.933333,0,-2.8220413,3.0882287,6.1271276,1,15222
36536,34,entrepreneur,married,primary,0,7279,1,0,cellular,12,may,1,14.7,1,19.45857,3.6541853,-0.51696444,1,36536
24782,35,technician,married,secondary,0,4508,1,0,cellular,18,nov,1,14.233334,1,16.418264,-2.8373117,8.642393,1,24782
22650,57,retired,married,primary,0,3518,1,0,cellular,25,aug,3,10.433333,1,15.220476,-8.99225,1.371494,1,22650
20666,37,technician,single,secondary,0,3665,0,0,cellular,12,aug,3,11.066667,1,15.468058,-8.533287,3.4111612,1,20666
6451,44,services,divorced,secondary,0,51,1,1,unknown,27,may,2,51.566666,0,-12.460557,-4.8201094,-1.6695141,1,6451
8392,31,unemployed,married,secondary,0,86,1,1,unknown,3,jun,2,16.05,0,-11.865741,-8.839036,1.1375065,1,8392
26997,59,management,married,tertiary,0,7049,0,0,cellular,21,nov,1,8.833333,1,19.306498,3.749877,0.10235669,1,26997
31402,39,management,married,secondary,0,2981,0,0,cellular,26,mar,1,3.3333333,0,13.5917845,-7.4411855,-6.565663,1,31402
37919,31,blue-collar,single,secondary,0,953,1,0,cellular,14,may,1,7.983333,0,4.5584702,-11.975151,2.2984128,1,37919
37390,39,blue-collar,single,primary,0,0,1,1,cellular,13,may,5,32.916668,0,-15.088903,5.7637415,-2.8068023,1,37390
33802,30,management,single,tertiary,0,398,0,0,cellular,24,apr,2,3.9166667,0,-1.888336,11.726273,3.2246804,1,33802
33080,22,student,single,secondary,0,3982,0,0,cellular,20,apr,1,3.4333334,1,15.824271,-6.693266,6.493453,1,33080
31010,42,technician,married,tertiary,0,757,0,0,cellular,10,feb,1,2.5666666,0,0.5672352,-6.512593,-7.7223597,1,31010
33803,72,retired,married,primary,0,763,0,0,cellular,24,apr,2,6.4,0,1.5575265,-6.6772456,-8.273293,1,33803
31222,61,retired,married,tertiary,0,32685,0,0,cellular,2,mar,2,24.116667,2,22.583826,3.3929777,-8.318018,1,31222
27294,35,technician,single,tertiary,0,5301,0,0,cellular,21,nov,2,15.616667,1,17.583694,2.0704129,6.8896627,1,27294
31241,58,management,divorced,secondary,0,10180,0,0,cellular,3,mar,2,3.0,1,20.661669,1.9568993,-4.9502335,1,31241
35120,35,management,married,tertiary,0,802,1,0,cellular,6,may,2,11.433333,0,1.5804716,-8.722246,-6.13583,1,35120
21757,47,management,married,tertiary,0,600,0,0,cellular,19,aug,15,4.8333335,0,-1.2280244,5.092733,-9.930998,1,21757
37357,35,management,single,tertiary,0,1396,1,0,cellular,13,may,1,13.483334,0,6.366895,4.295333,11.437442,1,37357
6598,29,management,married,tertiary,0,314,0,0,unknown,28,may,2,15.633333,0,-2.097454,5.193109,6.235301,1,6598
17588,51,blue-collar,divorced,primary,0,5,0,0,cellular,29,jul,2,10.0,0,-11.123158,5.971856,-4.3799815,1,17588
26250,32,technician,single,secondary,0,6402,1,0,cellular,20,nov,1,10.466666,1,18.847816,3.842718,2.0426745,1,26250
39154,26,blue-collar,single,primary,0,-887,1,0,cellular,18,may,2,13.783334,0,-26.2666,-5.511708,-3.7248173,1,39154
31022,27,admin,married,tertiary,0,73,0,0,cellular,10,feb,1,2.65,0,-12.999143,-7.728892,0.97547615,1,31022
30508,28,technician,single,tertiary,0,676,0,0,cellular,5,feb,2,18.966667,0,-1.5914617,-1.2463382,-9.397296,1,30508
3714,26,blue-collar,married,secondary,0,246,1,0,unknown,16,may,3,19.05,0,-2.409148,-1.8118591,4.7073665,1,3714
26782,31,technician,single,tertiary,0,13711,1,0,cellular,20,nov,3,25.533333,1,21.513683,1.3240833,-7.237025,1,26782
35129,38,management,single,tertiary,0,104,1,0,cellular,6,may,3,10.1,0,-10.138825,-9.909659,0.7393932,1,35129
31477,27,technician,single,tertiary,0,393,0,0,cellular,1,apr,2,2.75,0,-1.6551251,12.706587,4.0075006,1,31477
6312,24,self-employed,single,tertiary,0,2984,1,0,unknown,27,may,1,15.583333,0,13.595678,-7.401434,-6.4872684,1,6312
29853,29,management,married,tertiary,0,1441,1,0,cellular,4,feb,2,1.3333334,0,6.930633,5.673249,10.343215,1,29853
38477,25,admin,single,secondary,0,507,1,0,cellular,15,may,1,13.866667,0,-0.32724297,10.618624,-5.1664896,1,38477
36871,40,services,married,secondary,0,1836,1,0,cellular,12,may,2,12.5,0,9.664543,10.01922,-1.4710827,1,36871
39426,53,blue-collar,married,unknown,0,2509,0,0,telephone,22,may,2,3.85,0,11.244734,-0.6773195,-11.020786,1,39426
31443,22,admin,single,secondary,0,114,0,0,cellular,30,mar,1,8.616667,0,-9.8807535,-12.228027,0.0764119,1,31443
18001,44,unemployed,single,primary,1,-4,0,1,cellular,30,jul,2,13.133333,0,-11.398995,5.00728,-4.516455,1,18001
35579,39,technician,divorced,secondary,0,291,1,0,cellular,7,may,2,14.7,0,-3.2455482,2.507761,6.735088,1,35579
28239,32,technician,single,secondary,0,540,0,1,cellular,29,jan,1,12.5,0,-0.17467903,9.037892,-7.569171,1,28239
17087,54,management,married,secondary,0,1134,1,0,cellular,25,jul,3,22.166666,0,4.241194,-7.7332897,10.967576,1,17087
35080,31,management,single,tertiary,0,59,1,1,cellular,6,may,2,22.45,0,-12.83277,-5.771842,0.63298243,1,35080
33818,37,admin,married,tertiary,0,3913,1,0,cellular,27,apr,1,2.0666666,1,15.755617,-7.133654,5.9509544,1,33818
35845,36,technician,single,tertiary,0,962,1,0,cellular,8,may,1,9.466666,0,4.4441442,-11.933428,2.969709,1,35845
16420,32,blue-collar,married,secondary,0,476,1,0,cellular,23,jul,9,15.933333,0,-0.5969121,12.578334,-3.1687305,1,16420
22644,32,technician,divorced,tertiary,0,53,0,0,cellular,22,aug,2,11.183333,0,-13.819225,-5.3200855,-0.6293448,1,22644
31328,53,services,divorced,secondary,0,0,0,0,cellular,12,mar,2,1.3333334,0,-11.762799,7.5732355,-2.0144312,1,31328
13936,54,technician,married,secondary,0,-315,0,1,cellular,10,jul,1,33.816666,0,-24.821884,-0.051570803,-2.8355894,1,13936
39243,33,management,single,tertiary,0,1304,1,0,cellular,18,may,2,8.933333,0,5.13531,0.5064584,12.847728,1,39243
31196,33,technician,single,tertiary,0,1636,1,0,cellular,27,feb,1,2.75,0,8.121803,9.734351,4.7186813,1,31196
8017,36,services,married,secondary,0,2984,1,0,unknown,2,jun,1,6.5666666,0,13.600605,-7.4453197,-6.516699,1,8017
23191,37,management,married,tertiary,0,40,0,0,cellular,27,aug,4,17.216667,0,-13.631773,-3.8121102,-1.1014224,1,23191
23873,32,management,single,tertiary,0,769,0,0,cellular,29,aug,2,11.583333,0,0.71706426,-7.327048,-7.6693807,1,23873
19037,59,housemaid,married,primary,0,100,0,0,cellular,5,aug,1,18.9,0,-9.634748,-8.885399,-0.35375997,1,19037
20400,47,blue-collar,married,secondary,0,2787,0,0,cellular,11,aug,1,7.983333,0,12.687537,-5.472397,-9.057557,1,20400
29500,38,technician,divorced,secondary,0,902,1,0,cellular,3,feb,1,10.833333,0,3.8961613,-11.807543,-0.7672111,1,29500
8572,47,blue-collar,divorced,primary,0,126,1,0,unknown,3,jun,2,40.933334,0,-7.597978,-10.07035,0.288958,1,8572
12824,45,admin,divorced,secondary,0,-176,0,1,cellular,7,jul,1,9.566667,0,-22.774052,3.0992787,-2.4191468,1,12824
31355,37,admin,single,tertiary,0,1000,1,0,cellular,17,mar,1,3.25,0,4.772826,-11.5243025,5.217642,1,31355
27091,30,technician,married,secondary,0,455,1,0,cellular,21,nov,1,12.633333,0,-0.8356725,13.059785,-1.4395641,1,27091
4941,54,management,divorced,tertiary,0,487,1,0,unknown,21,may,4,13.8,0,-1.989224,12.015979,-4.1345983,1,4941
10959,38,student,single,tertiary,0,3316,0,0,unknown,17,jun,3,22.416666,1,14.725537,-9.034752,-1.8466789,1,10959
38417,34,technician,single,secondary,0,194,1,1,cellular,15,may,1,16.916666,0,-1.93454,-7.132531,2.6872554,1,38417
19212,45,admin,married,secondary,0,925,0,0,cellular,6,aug,2,6.766667,0,4.017461,-12.17922,0.67223656,1,19212
33713,26,student,single,tertiary,0,1134,0,0,cellular,21,apr,4,7.733333,0,4.3760138,-7.4703836,10.524158,1,33713
24094,47,management,divorced,tertiary,0,12026,1,0,telephone,27,oct,1,4.1833334,1,21.12108,1.3434086,-6.3754106,1,24094
28237,29,unemployed,single,primary,0,550,0,0,cellular,29,jan,1,13.35,0,-0.102835,8.26096,-8.132209,1,28237
2507,36,blue-collar,married,secondary,0,1165,1,0,unknown,13,may,4,16.683332,0,4.258554,-6.2656436,11.345237,1,2507
10329,39,self-employed,married,tertiary,0,2630,0,0,unknown,12,jun,5,10.85,0,11.866115,-3.0989187,-10.549862,1,10329
39415,39,management,single,tertiary,0,307,0,0,cellular,22,may,2,3.0333333,0,-2.1756356,4.530915,6.8687444,1,39415
36785,42,services,divorced,secondary,0,257,1,0,cellular,12,may,2,15.916667,0,-1.6265782,-0.7276832,4.7622814,1,36785
23594,53,blue-collar,married,primary,0,5603,0,0,cellular,28,aug,6,39.533333,1,18.045074,3.1546109,5.324582,1,23594
13808,59,admin,married,secondary,0,0,1,0,cellular,10,jul,1,16.366667,0,-13.1097975,8.203796,-2.4746282,1,13808
6184,28,management,single,tertiary,0,939,1,0,unknown,27,may,1,12.333333,0,4.828614,-12.077347,1.480187,1,6184
30539,44,unemployed,divorced,tertiary,0,0,0,0,cellular,5,feb,3,32.666668,0,-15.067822,6.4513426,-2.3066108,1,30539
9069,37,management,single,tertiary,0,240,0,0,unknown,5,jun,1,18.716667,0,-1.6482995,-1.9750662,3.7574046,1,9069
31395,83,retired,divorced,primary,0,46,0,0,cellular,25,mar,1,1.9166666,0,-10.88911,-4.253167,-0.8503729,1,31395
24126,50,admin,divorced,secondary,0,237,0,1,telephone,5,nov,1,2.8166666,0,-0.87200844,-1.6056116,3.7390418,1,24126
30011,45,blue-collar,married,secondary,0,7895,1,0,cellular,4,feb,1,14.533334,1,19.81688,3.2670767,-1.9021974,1,30011
32028,33,management,married,tertiary,0,0,1,0,cellular,14,apr,3,8.916667,0,-12.530804,3.4949486,-0.80593383,1,32028
34069,36,technician,single,tertiary,0,197,0,0,cellular,30,apr,1,4.3333335,0,-2.8580427,-6.862698,3.7881334,1,34069
512,55,unemployed,divorced,secondary,0,387,1,0,unknown,6,may,1,15.3,0,-3.8508022,11.844459,4.2526975,1,512
26015,58,retired,divorced,primary,0,2538,1,0,cellular,19,nov,2,11.333333,0,11.373611,-1.2667322,-11.007625,1,26015
39371,59,admin,married,secondary,0,106,0,0,cellular,22,may,1,3.1,0,-9.626479,-9.559269,-1.3258919,1,39371
15597,25,services,single,secondary,0,2311,0,1,cellular,21,jul,2,18.416666,0,10.41167,3.5692174,-9.917917,1,15597
36726,39,admin,married,secondary,0,607,1,0,cellular,12,may,2,7.5666666,0,-1.1170278,4.252064,-9.710839,1,36726
5003,31,management,single,tertiary,0,825,1,0,unknown,21,may,2,8.433333,0,2.4780753,-9.301004,-5.051878,1,5003
33948,24,management,single,tertiary,0,2845,0,0,cellular,30,apr,2,12.983334,0,12.966034,-6.141325,-8.385262,1,33948
15149,27,services,single,secondary,0,1820,1,0,cellular,17,jul,1,17.116667,0,9.537365,10.067225,-1.0997355,1,15149
22352,31,self-employed,married,tertiary,0,94,0,0,cellular,22,aug,2,9.65,0,-11.505943,-10.277441,-0.15122193,1,22352
20856,30,technician,single,tertiary,0,635,0,0,cellular,13,aug,8,14.183333,0,-1.1799778,2.237756,-10.247511,1,20856
3749,31,blue-collar,married,secondary,0,92,1,0,unknown,16,may,1,11.466666,0,-11.599577,-9.812666,0.2937142,1,3749
33229,29,blue-collar,divorced,secondary,0,-19,1,0,cellular,20,apr,4,11.866667,0,-17.550283,4.59362,-1.636099,1,33229
14645,60,retired,married,secondary,0,597,0,0,cellular,15,jul,1,16.35,0,-1.6925225,5.464783,-9.570514,1,14645
20288,39,management,married,secondary,0,215,0,0,cellular,11,aug,4,19.016666,0,-1.4693078,-4.9622464,3.0853646,1,20288
33929,42,technician,married,unknown,0,1559,0,0,cellular,30,apr,1,6.133333,0,7.734709,8.236469,7.4807677,1,33929
39351,35,services,single,secondary,0,719,1,0,cellular,18,may,3,22.65,0,-0.6327629,-4.4740696,-8.9062395,1,39351
31877,33,technician,single,secondary,0,719,1,0,cellular,9,apr,2,7.4666667,0,-0.6735042,-4.3577986,-8.846391,1,31877
7674,46,management,divorced,tertiary,0,14481,1,0,unknown,30,may,1,21.15,2,21.658943,1.4209869,-7.4965806,1,7674
20679,55,management,married,tertiary,0,568,0,0,cellular,12,aug,10,15.666667,0,-1.5228673,7.1695905,-8.697605,1,20679
17897,44,blue-collar,married,secondary,0,0,0,0,cellular,30,jul,2,11.4,0,-11.18605,5.0334463,-4.3559113,1,17897
36617,35,blue-collar,married,primary,0,159,1,1,cellular,12,may,1,13.766666,0,-4.2019506,-10.251315,1.4928199,1,36617
33755,40,management,married,primary,0,395,1,0,cellular,22,apr,4,3.8666666,0,-2.5506716,11.732661,3.3296547,1,33755
21415,61,management,married,secondary,0,985,0,0,cellular,18,aug,6,16.633333,0,4.182991,-12.286175,4.6350756,1,21415
8564,25,management,married,primary,0,168,1,0,unknown,3,jun,1,13.35,0,-3.8092968,-9.49457,2.329685,1,8564
31201,42,services,married,secondary,0,1376,1,0,cellular,2,mar,4,11.866667,0,5.854349,3.681601,11.845568,1,31201
15438,34,admin,divorced,secondary,0,-251,0,0,cellular,18,jul,1,10.683333,0,-24.066006,1.3677468,-2.6999345,1,15438
34566,30,blue-collar,single,primary,0,253,1,0,cellular,5,may,1,4.3166666,0,-2.299092,-0.6588355,4.0421505,1,34566
34898,31,blue-collar,single,secondary,0,1979,1,1,cellular,6,may,1,20.083334,0,10.160127,8.6200285,-4.563286,1,34898
28098,51,admin,single,tertiary,0,394,0,0,telephone,28,jan,2,16.133333,0,-3.3943415,11.442985,3.2500901,1,28098
33737,38,technician,married,secondary,0,0,1,0,cellular,22,apr,1,5.25,0,-10.895999,4.0570936,-2.4931567,1,33737
39939,49,management,married,tertiary,0,5887,0,0,cellular,2,jun,3,3.0166667,1,18.398512,3.681969,3.945139,1,39939
32364,36,technician,single,secondary,0,2511,1,0,cellular,16,apr,5,11.666667,0,11.253391,-0.7062609,-11.005517,1,32364
38243,26,blue-collar,single,secondary,0,26,1,1,cellular,15,may,1,14.983334,0,-14.015316,-1.5601854,-0.073864944,1,38243
39953,34,unemployed,married,secondary,0,978,0,0,cellular,3,jun,2,4.366667,0,4.4017334,-11.671196,3.894125,1,39953
35559,45,admin,married,secondary,1,-106,1,1,cellular,7,may,3,9.216666,0,-21.124624,4.6140885,-2.2232568,1,35559
20968,57,technician,divorced,secondary,0,3043,0,0,cellular,14,aug,2,11.783334,0,13.833805,-7.89306,-5.775168,1,20968
35078,35,management,married,tertiary,0,991,1,0,cellular,6,may,3,24.816668,0,4.5256953,-11.303388,4.6039796,1,35078
7324,33,blue-collar,single,primary,0,127,1,0,unknown,29,may,2,17.65,0,-8.155796,-12.423207,-0.22960186,1,7324
31333,58,self-employed,married,tertiary,0,5810,0,0,cellular,12,mar,1,2.3166666,1,18.311172,3.5903583,4.3011947,1,31333
35786,32,blue-collar,married,secondary,0,333,1,0,cellular,8,may,2,8.35,0,-3.1130774,7.410191,7.076041,1,35786
29194,40,services,divorced,secondary,0,687,1,0,cellular,2,feb,1,8.85,0,-1.1034031,-2.0429437,-9.222789,1,29194
34976,29,admin,single,secondary,0,266,1,0,cellular,6,may,1,9.0,0,-2.5491974,0.18860926,4.5719843,1,34976
33719,78,retired,married,primary,0,8556,0,0,telephone,21,apr,2,2.2833333,1,20.12459,2.834663,-3.0544417,1,33719
26524,43,blue-collar,divorced,primary,0,3550,0,0,cellular,20,nov,1,19.233334,1,15.280179,-8.911016,1.8409877,1,26524
20175,30,management,married,tertiary,0,131,1,0,cellular,11,aug,6,6.4,0,-7.3532495,-11.772801,1.2448343,1,20175
34167,34,management,married,tertiary,0,3047,0,0,cellular,30,apr,1,5.2833333,0,13.843791,-7.884923,-5.7013283,1,34167
34097,35,management,married,tertiary,0,495,0,0,cellular,30,apr,1,4.4333334,0,-0.27707833,11.761849,-4.7324038,1,34097
28551,49,unemployed,married,primary,0,518,0,0,cellular,29,jan,2,31.95,0,-1.19917,10.90881,-6.749224,1,28551
39942,35,technician,married,tertiary,0,1354,0,0,cellular,2,jun,2,4.1666665,0,5.670564,2.7133224,12.118925,1,39942
31416,58,management,married,tertiary,0,1384,1,0,cellular,27,mar,1,5.7,0,5.9875455,4.2655425,11.972366,1,31416
168,54,admin,married,tertiary,0,184,0,0,unknown,5,may,2,11.216666,0,-3.247325,-7.399024,1.3373488,1,168
26110,32,blue-collar,married,secondary,0,254,1,0,cellular,19,nov,3,28.666666,0,-2.7125995,-0.95314443,5.4794674,1,26110
3225,43,self-employed,single,unknown,0,3173,0,0,unknown,15,may,1,12.433333,0,14.283436,-8.535072,-3.9299726,1,3225
2831,39,management,divorced,tertiary,0,517,1,1,unknown,14,may,1,22.133333,0,-1.0429771,10.2732315,-5.9957905,1,2831
31856,38,technician,married,tertiary,0,206,0,0,cellular,8,apr,2,5.8333335,0,-2.2576568,-5.443423,2.6074817,1,31856
8021,41,blue-collar,married,primary,0,143,1,1,unknown,2,jun,2,10.983334,0,-5.971745,-10.474963,1.2846173,1,8021
24045,47,admin,divorced,secondary,0,555,1,1,telephone,17,oct,1,7.9666667,0,-1.0312109,7.9034915,-8.16815,1,24045
36272,52,services,divorced,secondary,0,36,1,1,cellular,11,may,1,15.5,0,-11.763735,-3.1100404,-0.45716286,1,36272
12159,38,services,divorced,unknown,0,6360,0,0,unknown,20,jun,2,23.483334,1,18.813496,3.8412151,2.187753,1,12159
30865,28,technician,single,secondary,0,313,0,0,cellular,9,feb,2,19.716667,0,-3.7072494,5.195116,6.138082,1,30865
39954,60,technician,married,secondary,0,294,0,0,telephone,3,jun,4,3.4333334,0,-3.2680626,2.607654,8.259194,1,39954
9492,37,services,divorced,secondary,0,319,1,0,unknown,6,jun,3,7.7833333,0,-3.9256837,5.5884523,6.952484,1,9492
36595,31,admin,married,secondary,0,2,1,1,cellular,12,may,4,11.716666,0,-13.335696,3.2504487,-0.5058786,1,36595
34290,45,technician,married,secondary,0,1998,0,0,cellular,4,may,5,3.95,0,10.0817995,8.564418,-5.038125,1,34290
3371,40,services,married,primary,0,-9,1,0,unknown,15,may,2,15.333333,0,-15.3983345,4.8087373,-2.3383281,1,3371
34170,29,management,single,tertiary,0,36252,1,0,cellular,30,apr,1,8.35,2,22.606766,3.4953856,-8.305548,1,34170
19117,55,blue-collar,married,primary,0,512,0,0,cellular,5,aug,2,20.0,0,-1.9336478,10.279706,-5.7960567,1,19117
24143,40,blue-collar,married,secondary,0,5060,0,0,unknown,9,nov,1,4.983333,1,17.204487,0.861306,7.9087105,1,24143
16841,25,services,married,secondary,0,0,1,0,cellular,24,jul,9,7.633333,0,-11.520739,1.8043422,-3.063453,1,16841
31102,62,management,divorced,tertiary,0,5943,0,0,telephone,17,feb,4,3.2666667,1,18.454931,3.7254314,3.7122827,1,31102
9578,35,management,single,tertiary,0,68,0,0,unknown,6,jun,1,18.083334,0,-12.592358,-6.785846,0.69570637,1,9578
2650,46,blue-collar,married,primary,0,369,1,0,unknown,13,may,2,15.266666,0,-3.5614479,10.726248,5.418523,1,2650
34308,31,technician,married,secondary,0,4182,1,0,cellular,4,may,2,5.7833333,1,16.031214,-5.296188,7.7045164,1,34308
24077,36,management,married,tertiary,0,0,1,0,telephone,23,oct,1,2.3333333,0,-10.628266,3.6908615,-2.4481125,1,24077
32099,65,management,married,secondary,0,587,0,0,cellular,15,apr,2,3.7166667,0,-1.7584904,5.954151,-9.421244,1,32099
31132,32,technician,single,tertiary,0,2340,0,0,cellular,18,feb,2,1.4833333,0,10.541518,2.929848,-10.234153,1,31132
14297,35,entrepreneur,married,secondary,0,2436,0,1,cellular,14,jul,3,23.283333,0,10.963962,0.8133164,-10.862241,1,14297
29267,48,blue-collar,single,primary,0,8990,0,0,telephone,2,feb,2,29.833334,1,20.290802,2.575477,-3.6526315,1,29267
13474,49,blue-collar,married,secondary,0,0,0,1,cellular,9,jul,1,10.416667,0,-12.68664,7.3219323,-1.4800196,1,13474
31556,50,management,married,tertiary,0,414,1,0,cellular,3,apr,1,11.783334,0,-2.9096863,13.132418,2.0080032,1,31556
24158,34,management,married,tertiary,0,676,0,0,telephone,11,nov,1,8.1,0,-1.4442626,-1.2651225,-9.79417,1,24158
39471,36,management,single,tertiary,0,1379,0,0,cellular,25,may,1,3.15,0,6.302626,3.686013,11.798717,1,39471
37811,36,self-employed,divorced,tertiary,0,1354,1,0,cellular,14,may,1,28.716667,0,5.738324,2.943647,12.5225525,1,37811
39729,50,management,married,tertiary,0,253,0,0,cellular,28,may,9,8.55,0,-0.637706,-1.0590415,5.7596393,1,39729
39455,60,retired,divorced,tertiary,0,439,0,1,cellular,25,may,1,7.733333,0,-2.7736444,12.840158,-0.52287406,1,39455
27233,47,technician,married,secondary,0,834,0,1,cellular,21,nov,1,15.033334,0,2.662326,-10.189031,-4.9600587,1,27233
31044,41,technician,married,secondary,0,1066,0,0,cellular,11,feb,3,1.8166667,0,4.473927,-9.863407,8.314632,1,31044
31317,34,admin,divorced,secondary,0,1085,0,0,cellular,11,mar,7,1.6833333,0,4.455269,-9.165681,8.899032,1,31317
38889,29,blue-collar,married,secondary,0,104,1,0,cellular,18,may,4,15.05,0,-10.523183,-10.992538,0.32935783,1,38889
20745,36,management,divorced,tertiary,0,59,0,0,cellular,13,aug,2,8.766666,0,-13.158841,-6.0771527,0.22300746,1,20745
1140,46,blue-collar,single,tertiary,0,460,1,0,unknown,7,may,2,18.366667,0,-1.7114643,12.789189,-1.9651246,1,1140
39867,47,management,married,tertiary,0,1147,0,0,cellular,2,jun,1,10.9,0,4.1949043,-6.9045076,10.892339,1,39867
20669,44,technician,single,secondary,0,244,1,0,cellular,12,aug,4,28.916666,0,-0.65539443,-1.8906155,4.025511,1,20669
34670,30,technician,single,secondary,0,-522,1,1,cellular,5,may,2,11.166667,0,-26.616816,-3.4060187,-3.3380535,1,34670
7926,53,entrepreneur,single,secondary,0,62,1,0,unknown,30,may,5,17.4,0,-12.354722,-6.423268,-1.5716729,1,7926
22234,56,admin,married,secondary,0,1694,0,0,cellular,21,aug,10,13.216666,0,8.853451,10.098454,2.6684198,1,22234
14203,44,admin,married,secondary,0,1074,1,0,cellular,11,jul,2,15.183333,0,4.437964,-9.703807,8.706865,1,14203
37365,51,blue-collar,divorced,primary,0,-19,1,0,cellular,13,may,1,13.816667,0,-17.188723,6.3559766,-2.1004674,1,37365
24137,30,management,single,tertiary,0,12857,1,0,cellular,6,nov,1,2.5,1,21.324825,1.2733526,-6.8568745,1,24137
20737,32,technician,single,tertiary,0,34646,0,0,telephone,13,aug,9,10.3,2,22.59824,3.4575455,-8.310339,1,20737
24097,57,technician,married,secondary,0,7554,0,0,telephone,28,oct,1,2.35,1,19.623987,3.4901109,-1.1633211,1,24097
26018,43,self-employed,divorced,secondary,0,347,0,0,cellular,19,nov,3,24.466667,0,-3.6761227,8.6884985,5.89253,1,26018
30959,29,technician,single,tertiary,0,673,1,0,cellular,9,feb,3,13.916667,0,-1.5813737,-1.0716369,-9.697647,1,30959
25661,43,management,married,tertiary,0,1429,1,0,cellular,19,nov,1,16.916666,0,6.7135954,5.3909264,10.735414,1,25661
25235,46,management,married,tertiary,0,0,0,0,cellular,18,nov,2,11.933333,0,-12.2746315,5.7655835,-2.9638202,1,25235
39638,25,student,single,unknown,0,3,0,0,cellular,26,may,1,2.8333333,0,-10.635562,1.9683874,-2.4386024,1,39638
32505,56,retired,married,secondary,0,3738,1,0,cellular,17,apr,1,2.6,1,15.564188,-8.179789,4.250005,1,32505
16637,38,entrepreneur,married,secondary,0,593,1,1,cellular,24,jul,24,24.733334,0,-0.5587155,5.6057343,-10.164584,1,16637
37714,48,blue-collar,married,primary,0,214,1,1,cellular,14,may,1,5.116667,0,-2.680295,-5.0383515,2.80759,1,37714
31261,83,retired,divorced,primary,0,1097,0,0,telephone,5,mar,1,3.0166667,0,3.8609731,-9.63014,10.02057,1,31261
24173,31,entrepreneur,single,secondary,0,0,0,0,telephone,13,nov,1,2.6666667,0,-11.66568,3.451958,-0.27262315,1,24173
